nome;precoNormal;precoPromo;desc;categoria;img
VINHO TINTO SUSANA BALDO TRADICION CHARDONNAY;89.9;59.9;"Para criar os seus vinhos, Susana combina o ""conhecimento do terroir"" com as ""aptidões enológicas"". A arte do blending é, segundo ela, uma forma de mostrar a capacidade do enólogo em brincar com diversos aromas e sabores obtidos em diferentes terroirs.";tinto;https://fibo.promokit.com.br/images/empresa/7bb85ea0-7601-11ef-8ed9-251076e4fd8a.png
VINHO BCO LAS PERDICES PINOT GRIGIO;59.9;59.9;Este Pinot Grigio de Las Perdices é um dos destaques entre os brancos da vinícola, reconhecida internacionalmente pela qualidade dos seus vinhos. Um branco de paladar leve, aromas sutis e bom ataque na boca, ideal para servir até mesmo como aperitivo.;branco;https://fibo.promokit.com.br/images/empresa/5e88d510-7766-11ef-a7e9-bde9b7c5bba7.png
VINHO LAS PERDICES RESERVA ALBARINO;59.9;59.9;No nariz, é uma experiência sensorial hipnotizante. Aromas frescos e frutados de frutas cítricas, como limão e grapefruit, dançam com notas florais sutis e um toque mineral. Há uma pitada de salinidade, evocando a brisa do oceano, já que a uva Albariño é;tinto;https://fibo.promokit.com.br/images/empresa/5abdad30-776f-11ef-b30f-31987a1e9f3f.png
LAS PERDICES LATE HARVEST;59.9;59.9;Elaborado de forma natural o vinho branco doce Late Harvest Viognier teve sua colheita tardia feita em Maio de 2016 quando as uvas alcançaram sua ótima maturidade e teor de açúcar especial para esta elaboração. Suas notas de frutas amarelas, e doçura discreta, harmonizam perfeitamente com diversas sobremesas ou para beber só.;branco;https://fibo.promokit.com.br/images/empresa/6e8d2100-7770-11ef-aa1c-2bb8ff727659.png
VINHO BCO LATITUTE 33 CHARDONNAY;54.9;39.9;Vinho Latitud 33 Chardonnay 750ml LATITUD 33º onde a terra é diferente. Os melhores vinhedos do Hemisfério Sul estão localizados numa faixa latitudinal muito reduzida entre os paralelos 32 e 38 onde encontramos microclimas especiais na América do Sul. Na Argentina localizado na província de Mendoza existe um lugar único situado exatamente na Latitud 33. Aroma intenso destacando a fruta fresca tropical (banana e abacaxi), além de damasco e mandarim, e toques de baunilha e tostado, devido ao seu envelhecimento em madeira. No paladar apresenta volume e cremosidade.;branco;https://fibo.promokit.com.br/images/empresa/7c7d9140-8595-11ef-8833-c560fd639a0e.png
VINHO BCO LAS PERDICES VIOGNIER;59.9;59.9;Exemplar elaborado pela renomada vinícola argentina Viña Las Perdices com vinhedos situados em Mendoza, aos pés da imponente Cordilheira dos Andes. O enólogo Juan Carlos Muñoz tem como filosofia de produção combinar os conhecimentos tradicionais, respeito ao meio ambiente, práticas sustentáveis e uso das melhores tecnologias para o cuidado especial com as videiras, e também no processo de seleção das uvas e produção dos vinhos. Feito com a uva Viognier, uma variedade branca aromática e com boa untuosidade no paladar, este vinho com estilo fácil de beber se destaca pelo seu paladar volumoso, frutado e com delicada acidez.;branco;https://fibo.promokit.com.br/images/empresa/5a29b150-8b49-11ef-9090-3d385028eac4.png
VINHO TT CHATEAU GARBIN RESERVA CABERNET SAUVIGNON;39.9;24.9;O Vinho Argentino Tinto Cabernet Sauvignon Chateau Garbin 750ml é uma escolha excepcional para os amantes de vinhos que buscam qualidade e sofisticação. Produzido na região vinícola de Mendoza, na Argentina, este vinho tinto apresenta uma expressiva composição da uva Cabernet Sauvignon, resultando em um sabor intenso e marcante. De cor rubi profunda, este vinho revela aromas de frutas vermelhas maduras, como cerejas e ameixas, harmonizados com notas sutis de especiarias e baunilha, provenientes do seu envelhecimento em barris de carvalho.;tinto;https://fibo.promokit.com.br/images/empresa/993f1ec0-e30f-11ef-a359-c93b960bdf2c.png
VINHO TT APARTADO;706.9;706.9;Rutini Apartado Gran Malbec. Este puro Malbec feito com uvas colhidas nos melhores vinhedos da Rutini, localizados em Altamira, Tupungato e La Consulta, é sedutor, perfumado e intenso, e representa em grande estilo a variedade que se tornou o símbolo da enologia argentina.;tinto;https://fibo.promokit.com.br/images/empresa/6fe93a80-e31c-11ef-a343-4f7377977543.png
VINHO AMALAYA MALBEC 1,5 LITROS;149.9;149.9;Onde outros veem um deserto, nós vimos grandes vinhos: assim nasceu o Amalaya, uma nova expressão de Cafayate. Amalaya é o novo projeto de Donald Hess na Argentina, que se uniu à Bodega Colomé e demonstração de compromisso e aposição de Hess Family Estates na região dos Vales Calchaquíes, não Noroeste de Salta. Por outro lado, é uma Sétima Adega do Grupo não Mundo que se encontra a Adegas dos EUA, Austrália e África do Sul. Vinho de cor rubi com bordas violetas. Morangos e framboesas maduras, com um toque de pimenta e notas florais. Na boca, sabores a frutos vermelhos, especiarias e notas de baunilha envelhecida em carvalho francês. Taninos redondos e suaves.;tinto;https://fibo.promokit.com.br/images/empresa/18370380-01bd-11ef-b3b6-a7a2a643e4ef.png
VINHO TT CATENA APPELLATION LUNLUNTA MALBEC;219.9;219.9;Este surpreendente Malbec de terroir é produzido com uvas de um vinhedo muito especial, plantado a 920 metros de altitude em 1930. Criado para mostrar as qualidades do terroir de Lunlunta, é um Malbec suculento e cativante, com aromas florais, frutas silvestres maduras e um toque terroso e de especiarias, que deixam o vinho mais complexo. Trata-se de um “intenso vinho de terroir” para Antonio Galloni, que classificou a safra de 2022 com 92 pontos.;tinto;https://fibo.promokit.com.br/images/empresa/45799b90-04d8-11f0-ba45-e5fa71b42780.png
BEN MARCO CABERNET SAUVIGNON;119.9;89.9;Bela cor roxa com aromas perfumados de frutas vermelhas maduras e grãos de café torrados. É exuberante, encorpado e penetrante no paladar com muitos sabores de geleia de groselha em borracha, acidez brilhante e um toque de aderência no final quase saboroso.;rose;https://fibo.promokit.com.br/images/empresa/d606d780-14c9-11f0-8244-6fead1acbdde.png
VINHO TT CALLIA PINOT GRIGIO;34.9;34.9;Vinho de cor vermelho escuro. Aromas de frutas vermelhas como ameixas e cerejas, característicos da Malbec. Em boca grande frescura, equilíbrio, boa estrutura e taninos maduros. Ideal no acompanhamento de carne assada, churrasco ou parrilla.;tinto;https://fibo.promokit.com.br/images/empresa/c388e0c0-a99a-11ef-9cd6-7963f39f2f10.png
VINHO TT CALLIA SYRAH MALBEC;39.9;34.9;É um vinho tinto produzido na região de San Juan, Argentina, pela marca Callia. Este vinho é feito com as uvas Syrah e Malbec e tem um teor alcoólico de 12,5%. Ele tem um sabor frutado, com boa acidez, e é descrito como um vinho que dá “água na boca”. Seus aromas são de frutas frescas, como amora.;tinto;https://fibo.promokit.com.br/images/empresa/a96a23e0-155e-11f0-b84f-8309d6427175.png
VINHO TINTO SUSANA BALDO TRADICION CABERNET;89.9;59.9;"Para criar os seus vinhos, Susana combina o ""conhecimento do terroir"" com as ""aptidões enológicas"". A arte do blending é, segundo ela, uma forma de mostrar a capacidade do enólogo em brincar com diversos aromas e sabores obtidos em diferentes terroirs.";tinto;https://fibo.promokit.com.br/images/empresa/7bb85ea0-7601-11ef-8ed9-251076e4fd8a.png
VINHO TT CAVA NEGRA MERLOT;32.9;26.9;Leve, macio, frutado e fácil de beber, este Malbec jovem e moderno é propício às mais diversas ocasiões, de um jantar formal à um bate papo com os amigos. É elaborado pela Bodegas Barberis, uma vinícola familiar, fundada em 1965 e localizada aos pés da Cordilheira dos Andes, movida por um sentimento de paixão e uma filosofia de produção que une tradição e modernidade.;tinto;https://fibo.promokit.com.br/images/empresa/6db3a100-a34e-11ef-9921-ad2c3f41f4df.png
VINHO TT CAVA NEGRA MERLOT MALBEC;32.9;26.9;Leve, macio, frutado e fácil de beber, este Malbec jovem e moderno é propício às mais diversas ocasiões, de um jantar formal à um bate papo com os amigos. É elaborado pela Bodegas Barberis, uma vinícola familiar, fundada em 1965 e localizada aos pés da Cordilheira dos Andes, movida por um sentimento de paixão e uma filosofia de produção que une tradição e modernidade.;tinto;https://fibo.promokit.com.br/images/empresa/6db3a100-a34e-11ef-9921-ad2c3f41f4df.png
VINHO TT CAVA NEGRA CABERNET;32.9;26.9;Leve, macio, frutado e fácil de beber, este jovem e moderno é propício às mais diversas ocasiões, de um jantar formal à um bate papo com os amigos. É elaborado pela Bodegas Barberis, uma vinícola familiar, fundada em 1965 e localizada aos pés da Cordilheira dos Andes, movida por um sentimento de paixão e uma filosofia de produção que une tradição e modernidade.;tinto;https://fibo.promokit.com.br/images/empresa/6db3a100-a34e-11ef-9921-ad2c3f41f4df.png
VINHO TINTO NATURELLE;79.9;79.9;Naturelle representa a história da Famiglia Valduga e o legado de gerações passadas. É um resgate do belo e simples. São as raízes mais profundas, o alicerce mais resistente, a inspiração mais doce. VISÃO: Profundo vermelho rubi. Límpido, brilhante e com lágrimas abundantes. PALADAR: Com taninos macios e textura aveludada. Sua acidez vivaz confere equilíbrio ao dulçor. Final longo e persistente, com retrogosto evidenciando notas de especiarias doces. OLFATO: O perfil aromático inicial denota aromas de frutas vermelhas maduras como morangos, conforme a evolução do vinho durante a degustação, diversas camadas de aromas são reveladas como licor de cassis, frutas vermelhas confitadas e nuances de tabaco.;tinto;https://fibo.promokit.com.br/images/empresa/a0d6e820-0cb4-11ef-9289-5fa42a1b4ea1.png
BATASIOLO DOLCETTO D ALBA;114.9;114.9;Esse rótulo é produzido com a Dolcetto, uma variedade tinta originária da Itália. Seu nome é um falso cognato para o nosso idioma, pois essa uva não é doce. Esse exemplar é leve e fácil de beber, com acidez vibrante que o torna ideal para harmonizar.;tinto;https://fibo.promokit.com.br/images/empresa/82f651e0-37f9-11ef-8c3f-fdfe610d8b01.png
VINHO VIETTI BARBERA D ALBA TRE VIGNE TTO 750 ML;599.9;599.9;Caratteristiche: colore rosso rubino con aroma di ciliegie mature e vaniglia. Note di viola e struttura dolcemente più rotonda rispetto al Barbera d’Asti Tre Vigne. Acidità brillante e tannini dolci al palato con un’equilibrata presenza del legno, buona complessità ed un finale persistente di ciliegia.;tinto;https://fibo.promokit.com.br/images/empresa/ff59c790-0657-11ef-8c67-c5d997f422cd.png
VINHO TINTO NINA MERLOT;65.9;65.9;Um vinho leve, agradável e fácil de beber. Aroma frutado com elegante toque de ervas típicas italianas. Na boca destaque para ameixa e cereja.;tinto;https://fibo.promokit.com.br/images/empresa/8d2e1a00-066f-11ef-9975-99b0ba2cf1a2.png
VINHO TT SASSICAIA SAFRA 2021;2990.9;2990.9;O mais famoso Supertoscano, Sassicaia 2021 é um vinho extremamente elegante e, segundo Robert Parker, é atraente desde sua jovialidade, está pronto para beber!;tinto;https://fibo.promokit.com.br/images/empresa/db618460-00b0-11ef-81e4-5fd447fbbfab.png
Sogno Di Ulisse Chardonnay/Malvasia Igp;92.9;92.9;Sogno di Ulisse Chardonnay Malvasia é uma incrível união de sabores provenientes do assemblage de uvas brancas que expressam a essência da região de Abruzzo. Esse é o verdadeiro resultado da filosofia da Tenuta Ulisse, um vinho muito expressivo, de excelente frescor e equilíbrio.;tinto;https://fibo.promokit.com.br/images/empresa/cdd52040-fdc7-11ee-a7a4-9febee548692.png
VIETTI BAROLO CASTIGLIONE DOCG DOCG 90WS;649.9;649.9;Barolo com 24 meses em barricas de carvalho, muito rico e estruturado. Aromas terrosos e com paladar suculento e uma poderosa estrutura tânica. Seu potencial de envelhecimento é de até 20 anos. Uvas provenientes de pequenas mas muito importantes vinhas espalhadas pela zona do Barolo, com a idade das vinhas entre os 9 e os 42 anos. O solo é calcário-argiloso e com cerca de 4.500 plantas por hectare. Todos os crus individuais são vinificados e envelhecidos separadamente, de diferentes formas, de forma a realçar individualmente as características típicas do “terroir”. Amadurecimento: 24 meses em barricas de carvalho francês.;tinto;https://fibo.promokit.com.br/images/empresa/a372fac0-0277-11ef-b17e-5733b8b3abaa.png
VINHO TINTO PAPALE RESERVA;255.9;255.9;Papale Linea Oro é um belo convite a uma degustação sem pressa, apenas com o desejo de apreciar o verdadeiro terroir da região de Puglia. Este rico e encorpado vinho ganha complexidade ao maturar em barricas de carvalho francês e americano durante 10 meses.;tinto;https://fibo.promokit.com.br/images/empresa/b75de5b0-0671-11ef-8b10-8d6e8a41c36f.png
VINHO TINTO BOSCHI SIGNORI BAROLO;289.9;289.9;VINHO BOSCHI DEI SIGNORI BAROLO 750 ML Assinado pela família Bosio, uma das mais tradicionais da região do Langhe, Boschi dei Signori é complexo, elegante e estruturado. Destaque para suas agradáveis notas de flores secas, frutas vermelhas maduras e toques terrosos. Um grande Barolo!;tinto;https://fibo.promokit.com.br/images/empresa/53e1cb50-0658-11ef-b365-21c7470367ca.png
VINHO TINTO CHIANTI DOCG LOCA CIUCA;163.9;163.9;Belíssima descoberta da região de Chianti, esse tinto de L'Oca Ciuca surpreende por sua excepcional relação qualidade/preço, e é uma ótima surpresa para quem quer provar um ótimo vinho italiano, cheio de personalidade e com muita pureza de fruta, por um preço acessível. Muito bem proporcionado na boca, é um vinho macio e cheio de notas de frutas vermelhas, com um elegante toque terroso e uma perfeita acidez, ideal para combinar com comida. Difícil resistir a uma segunda taça!;tinto;https://fibo.promokit.com.br/images/empresa/364d4c70-065f-11ef-ab01-eb31e66d3d14.png
VINHO TINTO VILLA ANTINORI;144.9;144.9;"Dedicada à vitivinicultura há mais de 600 anos, a família Antinori perpetua a tradição e a excelência por meio de seus rótulos únicos e impressionantes. Com a coragem necessária para inovar e correr riscos, todas as gerações que passaram pela vinícola conseguiram deixar sua própria marca. Além de seus vinhedos em diversas regiões italianas, hoje a empresa investe sua expertise também em outros países como Hungria e Estados Unidos, dando origem a vinhos com forte identidade, elaborados com o devido respeito às uvas e aos terroirs. Villa Antinori foi elaborada pela primeira vez em 1928 pelo marquês Niccolò Antinori, pai de Piero Antinori, como o vinho exclusivo da família Antinori; um vinho excepcional que consegue representar a história, a identidade e a continuidade da família como nenhum outro. “Villa Antinori é um tinto toscano puro […] cujas uvas são cultivadas, maduras e colhidas em nossas propriedades toscanas e depois fermentadas e envelhecidas nas propriedades da família Antinori.” Piero Antinori.";tinto;https://fibo.promokit.com.br/images/empresa/911e3330-065f-11ef-ab01-eb31e66d3d14.png
VINHO TINTO SASSOALLORO 2020;406.9;406.9;Verdadeiro superstar toscano - desde sua primeira safra em 1991 - este tinto Sangiovese é fresco, redondo e dinâmico, carrega uma grande tradição Biondi Santi. É um grande sucesso, combinando intensidade, concentração e riqueza aromática com muita classe e um toque aristocrático. O nome Sassoalloro deriva de uma rocha errática de origem vulcânica sobre a qual inúmeras lendas foram criadas ao longo dos séculos. Trata-se de um vinho profundo e moderno, delicioso de se beber. Altamente recomendado!;tinto;https://fibo.promokit.com.br/images/empresa/0a2b9470-0660-11ef-93d6-7d324d680805.png
VINHO TINTO CA MARCANDA PROMIS;599.9;599.9;Macio e envolvente, com bastante presença e camadas de fruta, é uma boa pedida para quem quer descobrir os vinhos toscanos de Gaja. Este vinho tinto é resultado do corte muito bem feito das uvas Merlot, Syrah e Sangiovese.;tinto;https://fibo.promokit.com.br/images/empresa/57686060-0660-11ef-8dd7-a5d688447146.png
VINHO TINTO DOSIO LANCHE NEBBIOLO;279.9;279.9;Nebbiolo é uma variedade medieval intimamente ligada ao Piemonte, visto que é cultivada no território desde 1200. Nebbiolo oferece grandes vinhos que refletem as características e peculiaridades do terroir de onde vêm. O nosso Langhe Nebbiolo é um vinho de coloração rubi com notas de rosas, violetas e sabor intenso, persistente e harmonioso, capaz de evoluir ao longo tempo, revelando novas nuances de sua personalidade.;tinto;https://fibo.promokit.com.br/images/empresa/e32ebb60-066c-11ef-8dd7-a5d688447146.png
VINHO TINTO RUBIZZO TOSCANA;94.9;94.9;Rocca delle Macìe produz alguns dos melhores e mais típicos vinhos da Toscana, e o Rubizzo não é diferente. Coloração rubi de média intensidade. Aromas de cereja, ameixa, especiarias e alecrim. Muito acessível em boca, vivo na acidez, resolvido nos taninos, prazeroso equilíbrio.;tinto;https://fibo.promokit.com.br/images/empresa/1695e200-0670-11ef-b03a-e72574b32427.png
VINHO TINTO MATURO TRADIZIONE CHIANTI;63.9;63.9;Chianti é um dos territórios vinícolas mais emblemáticos da Itália. Ele representa histórias e tradições centenárias, e, devido às rígidas normas de produção de sua Denominação de Origem, origina vinhos característicos, como este. De caráter equilibrado e aveludado, ele exala um perfume frutado com nuances de violetas.;tinto;https://fibo.promokit.com.br/images/empresa/510f5d80-0670-11ef-9f65-bd83ecd96b7e.png
Vinho tinto Sedada;145.9;145.9;O Vinho Donnafugata La Bella Sedàra é elaborado a partir da típica uva Nero d’Avola, mesclada com Cabernet Sauvignon eMerlot. Um Vinho Tinto rico e saboroso, cheio de frutas vermelhas maduras e com delicados toques de tabaco, especiarias e notas minerais. Tem corpo médio, taninos macios e elegantes e um final de boca saboroso e persistente, Temperatura: 16 a 18°C Composição uva: Cabernet Sauvignon, Merlot e Nero d’Avola. Teor alcoólico: 13,5%;tinto;https://fibo.promokit.com.br/images/empresa/66bebdb0-121e-11ef-8cfb-4b8a63442630.png
VINHO FINO FREIXENET PRIMITIVO;74.9;74.9;Após o sucesso do lançamento do Freixenet Prosecco e Italian Rosé, a marca agora amplia a linha de produtos da Itália com uma nova gama de vinhos de alta qualidade e visual elegante e sofisticado.;rose;https://fibo.promokit.com.br/images/empresa/ccf496c0-4c54-11ef-8c94-51fa1aeace44.png
VINHO TINTO LE DIFESE;299.9;299.9;Le Difese significa as presas dos jabalís que são abundantes na Toscana. O “bebe” da família Sassicaia é encantador, com ótimo corpo, taninos elegantes, acides marcante e uma excelente companhia para comida tradicionalmente italiana. Surpreenda-se! Uvas: 70% Cabernet Sauvignon e 30% Sangiovese;tinto;https://fibo.promokit.com.br/images/empresa/41682bf0-4c52-11ef-85b7-fbf891328aed.png
VINHO TT ALESE NEGRO AMARO;39.9;39.9;Este tinto italiano produzido 100% com a variedade Negroamaro é um vinho para se deliciar com os mais diversos pratos. Seus aromas e sabores lembram frutas silvestres, e sua estrutura média o torna um vinho de excelente final.;tinto;https://fibo.promokit.com.br/images/empresa/607cc1f0-5a7f-11ef-8165-93af72aa21ac.png
VINHO TT SOLENGO;899.9;899.9;Esse excepcional vinho é uma expressão bem recente das potencialidades dos vinhedos da Argiano. Legítimo representante da classe dos Super Toscanos, o ‘Solengo’, que em toscano significa ‘javali solitário’, nasce do encontro entre o solo toscano e uvas francesas: cabernet sauvignon, petit verdot e merlot. É o fruto da criação do saudoso enólogo de fama mundial Giacomo Tachis e segue sendo produzido com competência pela equipe da Argiano.;tinto;https://fibo.promokit.com.br/images/empresa/41f93280-e31a-11ef-bb18-c980891516a1.png
VINHO TT LANCHE ROSSO BATASIOLO;261.9;261.9;A história de Beni di Batasiolo remonta a 1979 quando os irmãos Dogliani compraram uma antiga vinícola Kiola junto com seus sete crus. Localizada no Piemonte, noroeste da Itália, a imponente Beni di Batasiolo foi fundada em 1978 com o nome de Fratelli Dogliani. Alguns anos depois, passou a utilizar o nome atual. No comando da vinícola estão os irmãos Dogliani que deram início ao negócio quando adquiriram a histórica adega Chiola, fundada na década de 50 Localizada em La Morra, a propriedade era composta por sete fazendas e vinhedos nas mais prestigiadas áreas do Barolo.;tinto;https://fibo.promokit.com.br/images/empresa/12caab80-e322-11ef-a343-4f7377977543.png
VINHO TT BRUNELLO BANFI;499.9;499.9;Aromas Frutas Vermelhas Maduras Regiões Toscana Emparelhamento Carnes vermelhas guisadas, Coelho assado É uma bebida sem álcool Não É orgânico Não Tempo em barrica 24 meses Graduação alcoólica 15 % Temperatura ideal de consumo 16 °C Conservação do produto Temperatura ambiente;tinto;https://fibo.promokit.com.br/images/empresa/147dc190-e405-11ef-b4db-e9af5aa99798.png
VINHO TT BRUNELLO CIACCI PICCOLOMINI D ARADONA 1990;4900;3450;Tem cor vermelho rubi beirando o granada. Intenso, frutado, picante e floral com notas de frutas vermelhas enriquecidas por delicadas notas picantes. Quente, macio e muito bem equilibrado.;tinto;https://fibo.promokit.com.br/images/empresa/366248c0-03ff-11f0-a6b9-1f9459ba6b11.png
VINHO TT DOM RAFAEL;118.9;118.9;Este vinho de cor granada profunda possui um aroma intenso de ameixas e amoras silvestres, com notas de menta e da madeira onde estagiou. Na boca, é macio, com algum acídulo, apresentando notas de frutos vermelhos. Possui uma forte estrutura alicerçada em harmoniosos taninos da casta da madeira, que conferem persistência à degustação.;tinto;https://fibo.promokit.com.br/images/empresa/2d3003b0-3636-11ef-9cd6-85bff079aa04.png
VINHO EA CARTUXA rose;64.9;64.9;A linha EA da Cartuxa é composta pelos chamados 'vinhos do ano', de características típicas de vinhos jovens, fáceis de beber e para consumo imediato. Foi produzido pela primeira vez no ano de 1992. O vinho Ros;rose;https://fibo.promokit.com.br/images/empresa/78951380-2f11-11ef-b46c-c31d610d8fcf.png
QUINTA DA ALORNA TINTO GRAN RESERVA;249.9;249.9;Este vinho de cor granada possui um aroma com boa integração de frutos silvestres, como amora e framboesa. Apresenta também um toque perfumado, sugerindo flores. Destacam-se as notas de especiarias, chocolate e tostados da madeira nova. Na boca, é um vinho rico, com notas intensas de frutos silvestres. Apresenta, ainda, toques de baunilha e especiaria, características provenientes do carvalho francês. Este é um vinho com taninos firmes e sedosos e seu final de prova é muito prolongado.;tinto;https://fibo.promokit.com.br/images/empresa/81246500-0649-11ef-aa27-fb99db8b5586.png
QUINTA DO CRASTO RESERVA VINHAS VELHAS TTO 750 ML;365.9;365.9;Como o nome sugere, o Quinta do Crasto Reserva Vinhas Velhas é produzindo com uvas de uma média de idade de aproximadamente 70 anos, onde podemos encontrar cerca de 30 castas diferentes. Aroma complexo, com a fruta e a madeira muito bem integradas, revelando notas de especiarias.;tinto;https://fibo.promokit.com.br/images/empresa/d0478f10-0647-11ef-8c67-c5d997f422cd.png
VINHO TT REGIA COLHEITA DOC ALENTEJO;99.9;99.9;Tipo: Vinho Tinto Uvas: Alicante Bouschet, Aragonez, Trincadeira Região: Alentejo Graduação alcoólica: 15% Temperatura de Serviço: 16 a 18º Safra: 2019 Amadurecimento: Uma parte do vinho (60%) estagia em barricas de carvalho francês por 8 meses. Produtor: Carmim Gustativo: Em boca é macio, estruturado e com prolongado final. A madeira e a fruta se fundem harmoniosamente. Olfativo: Apresenta aromas de frutos vermelhos e especiarias, com notas de cacau. Visual: Cor granada;tinto;https://fibo.promokit.com.br/images/empresa/1d56a900-dc7f-11ee-a119-6d6917fea602.png
VINHO PORTUGUES CICONIA RED WINE;44.9;44.9;Este vinho regional foi produzido na Herdade de São Miguel, a partir de uvas castas Aragonês, Syrah e Touriga Nacional.;tinto;https://fibo.promokit.com.br/images/empresa/06d70af0-059f-11ef-aa27-fb99db8b5586.png
VINHO TINTO ATLANTICO ALENTEJANO;37.9;37.9;O dinâmico e simpático Alexandre Relvas é o responsável por elaborar este tinto a partir de Alicante Bouschet, Aragonês e Trincadeira, com estágio de 10% do vinho em madeira durante seis meses. Simples, despretensioso e fácil de beber, este tinto esbanja notas de ameixas e cerejas maduras, bem como toques florais e especiados. No palato, confirma este estilo frutado, tem boa acidez, taninos fáceis e final médio e agradável. Definindo sua coloração vermelha rubi tão notável. Um vinho para beber sem pensar, o que, às vezes, é só o que queremos.;tinto;https://fibo.promokit.com.br/images/empresa/2c7c3570-0651-11ef-a367-cdc92a7cba30.png
VINHO TINTO LISBONITA TINTO;39.9;39.9;Lisbonita (Lisboa bonita), cidade encantadora à beira-rio, esconde em cada esquina uma história. Nos seus coloridos bairros e miradouros deslumbrantes encontram-se as famosas “tascas”, onde o consumo de vinho é ancestral. Este vinho, é dedicado aos lisboetas e a todos que visitam a cidade. Composto pela uvas: Castelão, Syrah, Tinta Roriz, Touriga Franca Visual: Tons de rubi Olfato: Muito aromático e frutado com predominantes notas a frutos vermelhos maduros Paladar: Na boca revela-se com uma acidez equilibrada e taninos elegantes. No final de prova revela-se saboroso e suave com um final de boca equilibrado e persistente. Harmoniza muito bem com massas e carnes vermelhas;tinto;https://fibo.promokit.com.br/images/empresa/db158400-0652-11ef-ae3e-8de98e554c2c.png
VINHO TT JP AZEITAO;34.9;34.9;Vinho português tinto de coloração vermelha brilhante, corpo médio, boa acidez e final frutado. Seu aroma apresenta predominância de frutos do bosque e compota de morango. Ideal na harmonização com filé Mignon e pernil suíno. Molho sugo, à Carbonara. risotos de bacalhau. Queijos: gruyere e camembert.;tinto;https://fibo.promokit.com.br/images/empresa/59123880-059f-11ef-8c67-c5d997f422cd.png
VINHO TT MONTE DE PINHEIROS;59.9;59.9;O vinho Cartuxa Monte de Pinheiros apresenta coloração vermelho granada, mostra aromas de frutas vermelhas maduras e notas de baunilha e especiarias. Em boca apresenta estrutura, taninos macios com elegância e equilíbrio, este é um típico vinho alentejano que permite um final longo e harmonioso.;tinto;https://fibo.promokit.com.br/images/empresa/9ecda690-0651-11ef-8b10-8d6e8a41c36f.png
LISBONITA BRANCO;39.9;39.9;Tipo: Branco seco País: Portugal Região: Lisboa Uva: Sauvignon Blanc, Fernão Pires, Arinto, Verdelho, Moscatel Vinícola: Casa Santos Teor alcoólico: 12,5% Temperatura de consumo: 8º a 10ºC Visão: Cor amarelo palha Aroma: Limão, pêssego, com notas minerais Paladar: Acidez equilibrada dissolveldo nos sabores das frutas Harmonização: Mariscos, e peixes;branco;https://fibo.promokit.com.br/images/empresa/3146fd30-dc7e-11ee-8393-edfb50bfcb17.png
VINHO BRANCO OLARIA SUAVE;39.9;32.9;A CARMIM Reguengos – Cooperativa Agrícola de Reguengos de Monsaraz – foi criada em 1971 por um grupo de 60 viticultores. Cinquenta anos depois, a qualidade dos vinhos CARMIM passou a ser sinônimo de excelência. Seus vinhos já foram distinguidos com mais de duzentos e cinquenta prêmios em vários concursos nacionais e internacionais. Sem contar que é a maior adega do Alentejo! Dentre os rótulos mais apreciados da CARMIM, está o vinho OLARIA. Foi na procura de expressões da identidade cultural da região de Reguengos de Monsaraz,  que a adega decidiu lançar um vinho inspirado numa peça da olaria local que acompanhou muitos portugueses em seus lares de infância. Nesses  recipientes de barro armazenavam-se pequenas quantidades do produto da vinificação das uvas típicas da região. Gerações viram os seus vinhos caseiros fermentar nestes recipientes, expressando dessa forma tão particular a qualidade, tipicidade e identidade de um néctar único, o que inspirou a criação do vinho OLARIA, o mais comercializado da empresa no Brasil. OLARIA é um vinho com aroma de frutas vermelhas frescas. Na boca é levemente adocicado (o açúcar é natural da fruta) , bem equilibrado, boa acidez e com taninos macios. O vinho estagia brevemente em depósitos, sendo estabilizado e filtrado antes do enchimento, o qual ocorre no período máximo de 1 ano.   Harmoniza-se bem com vários pratos de carnes vermelhas, queijos de cura ou meia cura, pizzas e massas.;branco;https://fibo.promokit.com.br/images/empresa/d80f69f0-01b2-11ef-b22d-cdf50c69ecc2.png
VINHO TINTO ALECRIN;24.9;24.9;VINHO ALECRIM TINTO 750 ML A Roquevale - Ségur Redondo Winery é uma tradicional vinícola portuguesa localizada em um terroir muito especial do Alentejo, a Serra d'Ossa na vila do Redondo. Foram adquiridas próximas ao Redondo duas propriedades, a Herdade da Madeira Nova de Cima e o Monte Branco.;tinto;https://fibo.promokit.com.br/images/empresa/5b053330-019f-11ef-b94b-19127ef7771c.png
Vinho tinto Olaria suave;39.9;32.9;Olaria é um vinho tinto suave produzido em Portugal pela vinícola Carmim, tem notas aromáticas de frutas vermelhas e visual de rubi brilhante.;tinto;https://fibo.promokit.com.br/images/empresa/11e02250-01b3-11ef-84a6-e9748bc24740.png
Vinho tinto Papa Figos Douro Casa ferreirinha;130.9;130.9;De todas as aves do Douro o Papa Figos é uma das mais raras. Uma ave migratória de cores vivas e atraentes. O carácter único e raro desta ave é a inspiração perfeita para este magnífico vinho da Casa Ferreirinha. De cor rubi com nuances violeta. Aroma de boa intensidade com notas florais a esteva e a manjerico, frutos vermelhos, frutos de caroço como o alperce e ligeiramente balsâmico a mentol. Na boca tem um bom volume, acidez bem integrada, taninos macios, notas de frutos vermelhos e um final elegante e equilibrado.;tinto;https://fibo.promokit.com.br/images/empresa/88755660-025d-11ef-8c67-c5d997f422cd.png
