NOME;CATEGORIA;PRECO_NORMAL;PRECO_PROMO;URL_IMG;DESCRICAO
MARQUES CASA CONCHA CARMENERE;tinto;99.9;99.9;https://fibo.promokit.com.br/images/empresa/7c79c990-0ca8-11ef-b56b-7beb72fdf6fe.png;Tinto elaborado exclusivamente a partir de Carménère, com estágio de 18 meses em barricas de carvalho francês. Mesmo num ano mais quente em Cachapoal, como foi o de 2019, mostra notas florais e de ervas envolvendo sua fruta vermelha e negra madura no ponto certo, tudo sustentado por refrescante acidez e taninos firmes e de boa textura. Tem final persistente, fluido e gostoso de beber, com toques terrosos e de ameixas. Álcool 14%.
VINHO TINTO SIEGEL SIRAH;tinto;89.9;89.9;https://fibo.promokit.com.br/images/empresa/b78d9a40-0bed-11ef-b207-cd815a7a55ef.png;Vinho Siegel Gran Reserva Cabernet Sauvignon Tinto 750ml, uma verdadeira joia do Valle de Colchagua, no Chile. Este vinho tinto é uma expressão autêntica do terroir chileno, conhecido mundialmente pela qualidade dos seus vinhos. Com uma graduação alcoólica de 14%, este Cabernet Sauvignon é uma bebida para adultos que apreciam um vinho robusto e complexo. O aroma de madeira é resultado do tempo de maturação em barrica, que é de 12 meses. Este processo confere ao vinho uma complexidade de sabores e aromas que irão surpreender até os paladares mais exigentes. A temperatura ideal de consumo é de 15 °C, o que permite apreciar todas as nuances deste vinho. A marca Siegel é reconhecida pela sua dedicação em produzir vinhos de alta qualidade, e este Gran Reserva não é exceção.
VINHO TINTO ESCUDO ROJO;tinto;328.9;328.9;https://fibo.promokit.com.br/images/empresa/1eecc020-1176-11ef-ac03-77b68a8ff3c1.png;Ícone com a assinatura de Baron Philippe de Rothschild no Chile, Escudo Rojo Origine Cabernet Sauvignon é a quintessence do Valle del Maipo. Complexo e rico, revela notas de cassis, além de toques mentolados e de tabaco. Um grande Cabernet Sauvignon que encantou Descorchados e James Suckling por seu caráter e elegância.
VINHO TINTO ESCUDO ROJO BARONESA;tinto;529.9;529.9;https://fibo.promokit.com.br/images/empresa/d37fdc80-1215-11ef-9ba2-7367527c76ba.png;VINHO ESCUDO ROJO TT BARONESA 750 ML.. Assinado por Escudo Rojo, Baronesa P. homenageia a grande Baronesa Philippine de Rothschild, responsável pela expansão de Baron Philippe de Rothschild no Chile com os projetos Almaviva e Escudo Rojo. Blend potente e elegante, revela notas de frutas pretas maduras, especiarias, tabaco e toques de caramelo. HARMONIZE COM Carnes vermelhas grelhadas, churrasco, carnes suínas e de cordeiro, embutidos e queijos duros.
VINHO CHILENO SIBARIS GRAN RESERVA PINOT NOIR;tinto;64.9;64.9;https://fibo.promokit.com.br/images/empresa/e2d6c7e0-2cee-11ef-ba8a-59a997206e9f.png;O Sibaris Gran Reserva DO Valle del Maule é um vinho elegante e marcante, com notas de frutas vermelhas maduras, especiarias e toques de chocolate. Seu paladar é intenso e persistente, com taninos suaves e um final longo e agradável.
MARQUES DE CASA CONCHA MERLOT;tinto;99.9;99.9;https://fibo.promokit.com.br/images/empresa/e1ef2540-0ca8-11ef-b964-5d24fa2f4d11.png;Tinto elaborado exclusivamente a partir de Merlot, com estágio de 18 meses, sendo 50% em barricas de carvalho francês e 50% em foudres de 5.000 litros. Chama atenção pela tipicidade e profundidade, tudo em meio a notas de violeta, de especiarias doces e de ervas envolvendo sua fruta negra de perfil mais maduro, lembrando ameixas e amoras. Tem final persistente e cativante, com toques terrosos, de cassis e de grafite. Álcool 14%.
BARON PHILIPPE DE ROTHSCHILD RESERVA VALLE CABERNET;tinto;37.9;37.9;https://fibo.promokit.com.br/images/empresa/db08b290-767b-11ef-95d2-39da3b7aae6a.png;Rothschild é um nome de peso no mundo do vinho, sendo uma das famílias mais experiente e prestigiada do mundo vinícola. Partindo da França e investindo em vinícolas de novas partes do mundo, no Chile encontrou um terroir que resulta em alta qualidade e produtividade. O resultado é um vinho de ótima qualidade e custo x benefício ideal para se apreciar no dia a dia.
VINHO TINO UNDURRAGA CABERNET SAUVIGNON;tinto;29.9;29.9;https://fibo.promokit.com.br/images/empresa/34dacc70-4df7-11ef-ac06-af930ebed775.png;Vinho Undurraga Cabernet Sauvignon 750 ml. Em seu mais recente ciclo de sucesso e conquistas, a renovada Undurraga foi eleita pela Associação Vinos de Chile a “Vinícola do Ano de 2012”. Tem ótima tipicidade varietal, é gostoso de beber e apresenta muito boa relação preço-qualidade, portanto, perfeito para o consumo cotidiano. O “U” Cabernet Sauvignon é produzido com uvas do Vale Central chileno, fermenta em tanques de aço inox e em seguida é mantido em maceração por mais 7 dias para maior extração de corpo e aromas varietais da uva. Sua cor é vermelho-rubi intenso, os aromas e sabores mesclam tons frutados e apimentados. Equilibrado e seco, é ótimo acompanhamento para as carnes vermelhas.
VINHO TT VON SIEBENTHAL CARABANTES;tinto;269.9;269.9;https://fibo.promokit.com.br/images/empresa/e3252110-dc80-11ee-950e-07c8e2174446.png;Passam por 18 meses de envelhecimento em barris de carvalho franceses e americanos, para que possam descansar por mais 12 meses em garrafas, elegante, taninos muito finos, forte personalidade que o torna único. Segundo a lenda, foi Dom Francisco de Carabantes, um frade dominicano, quem trouxe as primeiras videiras para o Chile em meados do século XVI. Homenageamos a memória de Carabantes ao dedicar o seu nome ao nosso selo Syrah. COMPOSIÇÃO DA UVA: Syrah 85% e Cab. Sauvignon 15%. AMADURECIMENTO: Passam por 18 meses de envelhecimento em barris de carvalho franceses e americanos, para que possam descansar por mais 12 meses em garrafas. GRADUAÇÃO ALCÓOLICA: 15,3% vol. SAFRA: 2021.
VINHO TT CASILLERO DEL DIABLO CHARDONNAY;branco;39.9;39.9;https://fibo.promokit.com.br/images/empresa/8cbe9370-7298-11ef-9f32-fd51589fd5cb.png;"Vinho Casillero Del DIablo Chardonnay 750ml Vinho Casillero del DIablo Chardonnay 750ml Amarelo esverdeado límpido e brilha. Aroma fresco e frutado com notas de abacaxi, cítrico, pêssego e baunilha. Paladar de corpo médio, elegante e com um final longo e doce. Características: -País de Origem: Chile; -Região: Valle de Casablanca; -Volume: 750ml; -Coloração: Branco; -Tipo: Seco*; -Temperatura de Consumo: 8 - 10°C."
VINHO TT VENTISQUERO RESERVA CARMENERE;tinto;39.9;39.9;https://fibo.promokit.com.br/images/empresa/3bd18880-7600-11ef-8419-b7b33c49ecfe.png;Desfrute da elegância e sofisticação do Vinho Alma De Los Andes Carmenére Reserva. Este vinho de origem chilena, especificamente do D.O. Valle de Colchágua, é uma verdadeira expressão do terroir único desta região. Com uma graduação alcoólica de 13%, este vinho reserva é perfeito para apreciadores que buscam uma bebida de qualidade superior. Este vinho encanta pelo seu aroma atraente de frutas vermelhas e negras frescas. As notas de especiarias se combinam harmoniosamente com toques de chocolate e baunilha, proporcionando uma experiência sensorial única. Este vinho passou 10 meses em barrica, o que contribui para a sua complexidade e profundidade de sabor. O Vinho Alma De Los Andes Carmenére Reserva é ideal para ser consumido a uma temperatura de 15 °C. Esta temperatura permite que todos os seus aromas e sabores sejam apreciados em sua plenitude. Este vinho é perfeito para acompanhar uma variedade de pratos, desde carnes vermelhas até queijos curados.
VINHO TT VENTISQUERO RESERVA MERLOT;tinto;37.9;37.9;https://fibo.promokit.com.br/images/empresa/3bd18880-7600-11ef-8419-b7b33c49ecfe.png;Desfrute da elegância e sofisticação do Vinho Alma De Los Andes Carmenére Reserva. Este vinho de origem chilena, especificamente do D.O. Valle de Colchágua, é uma verdadeira expressão do terroir único desta região. Com uma graduação alcoólica de 13%, este vinho reserva é perfeito para apreciadores que buscam uma bebida de qualidade superior. Este vinho encanta pelo seu aroma atraente de frutas vermelhas e negras frescas. As notas de especiarias se combinam harmoniosamente com toques de chocolate e baunilha, proporcionando uma experiência sensorial única. Este vinho passou 10 meses em barrica, o que contribui para a sua complexidade e profundidade de sabor. O Vinho Alma De Los Andes Carmenére Reserva é ideal para ser consumido a uma temperatura de 15 °C. Esta temperatura permite que todos os seus aromas e sabores sejam apreciados em sua plenitude. Este vinho é perfeito para acompanhar uma variedade de pratos, desde carnes vermelhas até queijos curados.
VINHO TT TH;tinto;89.9;89.9;https://fibo.promokit.com.br/images/empresa/153e2ae0-7766-11ef-ba77-3fbce8e1f48f.png;A sigla T.H. significa Terroir Hunter (Caçador de Terroir) e o conceito a embasar essa linha de vinhos é o da busca pelo terroir ideal (a combinação de clima, solo, sub-solo e relevo) para cada variedade de uva. As uvas deste T.H. Cabernet provêm de um vinhedo de 2,67 ha. plantado em “pé-franco” em um terraço de aluvião areno-argiloso e pedregoso situado no Alto Vale do Maipo, em Pirque (700msnm), aos pés da Cordilheira dos Andes, zona mundialmente famosa por gozar de um clima perfeito para a produção de vinhos tintos.
VINHO BCO UNDURRAGA SAUVIGNON BLANC;branco;29.9;29.9;https://fibo.promokit.com.br/images/empresa/ec0a2160-2ddb-11f0-a2e9-1b8280002809.png;A linha U by Undurraga é uma linha de entrada da renomada vinícola Undurraga que tem como objetivo se aproximar dos consumidores ao trazer vinhos descomplicados, com encantador buquê de aromas primários e com satisfatório frescor. Esse Sauvignon Blanc foi produzido com uvas cultivadas e selecionadas de vinhedos do Vale Central chileno, teve passagem por tanques de aço inox para manter o frescor e as características naturais da uva. O vinho ideal para te acompanhar em momentos leves e descontraídos!
VINHO UNDURRAGA ROS�;rose;29.9;29.9;https://fibo.promokit.com.br/images/empresa/d87b0ea0-8bcb-11ef-a573-df2e87d8e9ba.png;A linha U by Undurraga é uma linha de entrada da renomada vinícola Undurraga que tem como objetivo se aproximar dos consumidores ao trazer vinhos descomplicados, com encantador buquê de aromas primários e com satisfatório frescor. Um refrescante rosé elaborado com a uva Cabernet Sauvignon, um vinho perfeito como aperitivo, versátil para as harmonizações e ótimo para te acompanhar em momentos leves e descontraídos!
VINHO CHILENO VIK LA PIU BELLE ROSE 1,5 L;rose;229.9;229.9;https://fibo.promokit.com.br/images/empresa/71a721f0-fd00-11ee-8fd7-3340cc066348.png;La Piu Belle se destaca pela sua cativante cor rubi, com uma aura azul profunda. O seu aroma é intenso, equilibrado e elegante. Começa com delicados morangos, framboesas e berries e continua com flores como lavanda e violeta. Aparecem notas de especiarias com um toque de carvalho, as quais o convertem em um vinho complexo e agradável. O ataque na boca é extremamente fresco e sedoso, com corpo e estrutura. Os seus taninos são redondos, com um final extenso. É um vinho dinâmico, harmonioso e elegante.
VINHO TT VENTISQUERO RESERVA CABERNET;tinto;37.9;37.9;https://fibo.promokit.com.br/images/empresa/3bd18880-7600-11ef-8419-b7b33c49ecfe.png;Desfrute da elegância e sofisticação do Vinho Alma De Los Andes Carmenére Reserva. Este vinho de origem chilena, especificamente do D.O. Valle de Colchágua, é uma verdadeira expressão do terroir único desta região. Com uma graduação alcoólica de 13%, este vinho reserva é perfeito para apreciadores que buscam uma bebida de qualidade superior. Este vinho encanta pelo seu aroma atraente de frutas vermelhas e negras frescas. As notas de especiarias se combinam harmoniosamente com toques de chocolate e baunilha, proporcionando uma experiência sensorial única. Este vinho passou 10 meses em barrica, o que contribui para a sua complexidade e profundidade de sabor. O Vinho Alma De Los Andes Carmenére Reserva é ideal para ser consumido a uma temperatura de 15 °C. Esta temperatura permite que todos os seus aromas e sabores sejam apreciados em sua plenitude. Este vinho é perfeito para acompanhar uma variedade de pratos, desde carnes vermelhas até queijos curados.
VINHO TT CABALLO LOCO EXPERIMENTAL GRAN�TICO;tinto;199.9;199.9;https://fibo.promokit.com.br/images/empresa/1f513a00-e33a-11ef-a21d-a371137ece95.png;Aroma:No nariz é fresco, com muitas camadas e boa intensidade. Notas de frutas vermelha fresca e figo, notas herbais e toques florais, complementados por toque terroso e mineral. E uma leve precensa de moca e especiarias doces no final. Palato:Em boca é cheio, com corpo e volume, com uma acidez vertical, taninos redondos e sedosos, porém firmes. É um vinho equilibrado e estruturado. Combina Com:Versátil, acompanha carnes vermelhas gordas, charcutaria ibérica, uma ampla variedade de queijos, massas e risotos.
VINHO TINTO ALIWEN CABERNET SAUVIGNON-SYRAH;tinto;36.9;36.9;https://fibo.promokit.com.br/images/empresa/ff6e3350-21c9-11ef-86ee-71a639a3e0d5.png;Aliwen significa árvore sagrada em Mapudungun, um dos povos indígenas nativos do Chile, reflete a diversidade da Geografia chilena, representa a sombra, frescura e refúgio. Um suculento, elegante e bem estruturado blend das uvas Cabernet Sauvignon e Syrah feito pela renomada vinícola Undurraga com uvas cuidadosamente selecionadas do Valle del Maule. Um exemplar que faz parte da Linha Reserva da vinícola, criado para almas aventureiras, os amantes da natureza e aos que buscam desfrutar o melhor da vida cotidiana. É um vinho moderno, complexo no buquê aromático e no paladar, sedutor e com um perfil fácil de beber. Aventure-se!
VINHO TT ZANGONE RESERVADO CARMENERE;tinto;18.9;18.9;https://fibo.promokit.com.br/images/empresa/96260a10-f385-11ef-9661-7916f041073f.png;Aromas típicos da uva Cabernet Sauvignon, frutas vermelhas como ameixas, e um toque de pimentão. Com um delicioso final.
CASILLERO DEL DIABLO B LIGHT BCO (C�pia);branco;49.9;49.9;https://fibo.promokit.com.br/images/empresa/408f0000-d7e9-11ef-a67c-29af38b247bd.png;O Belight Sauvignon Blanc é um vinho branco chileno elaborado pela vinícola Casillero del Diablo. Produzido a partir de um blend de uvas Sauvignon Blanc, destaca-se pelos aromas de frutas cítricas, como limão e grapefruit, além de notas florais, incluindo jasmim e flor de laranjeira. Este vinho caracteriza-se por seu corpo leve e refrescante, com acidez equilibrada e um final agradável. É a escolha perfeita para acompanhar pratos leves ou para ser apreciado como aperitivo. O Belight Sauvignon Blanc é uma opção versátil e refrescante, adequada para apreciação em diversas situações.
CATENA CHARDONNAY BRANCO;branco;199.9;199.9;https://fibo.promokit.com.br/images/empresa/9b2b4950-2d9f-11ef-98ce-a34e109da13b.png;"Catena Zapata é ""A Vinícola Mais Admirada do Mundo"" na reputada lista ""50+"" da revista inglesa Drinks International 2020. Produzido para o mercado interno argentino, este vinho de pequena produção é exportado somente para o Brasil. Potencial de guarda superior a 10 anos, embora esteja pronto para consumo imediato. DV Catena é uma empolgante linha de vinhos premium de Catena Zapata, com uvas de dois vinhedos excepcionais, plantados em altitudes distintas. DV Catena é fruto do equilíbrio encontrado através de um blend da mesma uva plantada em diferentes vinhedos da família Catena em Mendoza. Neste DV Catena Chardonnay-Chardonnay temos uvas provenientes do vinhedo La Pirámide que aportam aromas de frutas maduras como abacaxi e pêssego e uvas provenientes do vinhedo Domingo que aportam aromas cítricos e minerais. Este Chardonnay é intenso e elegante. Na boca é untuoso com um final prolongado e fresco."
D.V CATENA MALBEC MALBEC;tinto;279.9;279.9;https://fibo.promokit.com.br/images/empresa/51ffdc30-325b-11ef-bd1e-53211d16cab8.png;Outra estrela da nova linha premium de Catena Zapata, o DV Catena Malbec-Malbec mostra grande complexidade, resultado dos dois excelentes vinhedos utilizados na produção. Esbanja uma cativante fruta, com ótima profundidade. No palato é longo e saboroso, mostrando porque desde seu lançamento já é considerado um dos melhores Malbecs da Argentina.
VINHO TT CALLIA;tinto;34.9;34.9;https://fibo.promokit.com.br/images/empresa/c388e0c0-a99a-11ef-9cd6-7963f39f2f10.png;Vinho de cor vermelho escuro. Aromas de frutas vermelhas como ameixas e cerejas, característicos da Malbec. Em boca grande frescura, equilíbrio, boa estrutura e taninos maduros. Ideal no acompanhamento de carne assada, churrasco ou parrilla.
VINHO BRANCO ALMA NEGRA;branco;199.9;199.9;https://fibo.promokit.com.br/images/empresa/95cb33e0-1ac0-11ef-a6bb-1ddf92e060ef.png;O Alma Negra Blanco é um surpreendente corte secreto de Ernesto Catena. Rico, complexo e cheio no palato, é um branco potente e gastronômico. Um grande achado, que mostra camadas e mais camadas de sabores.
ALAMBRADO ETIQUETA MALBEC;tinto;64.99;64.99;https://fibo.promokit.com.br/images/empresa/54003d90-13f2-11ef-8f95-db1b8156d8f3.png;Vinho tinto elaborado com uvas Malbec provenientes do Vale do Uco, em Mendoza. Apresenta aromas de ameixas, amoras e cerejas e, em boca, boa estrutura, com taninos macios e longa persistência
LUIGI BOSCA CABERNET SAUVIGNON;rose;89.9;89.9;https://fibo.promokit.com.br/images/empresa/4caa8e60-0cb3-11ef-95d3-03a42c239660.png;amora, ameixa, groselha, carvalho, chocolate, tabaco, couro, fumaça, especiarias, pimenta e eucalipto.Harmoniza com carnes vermelhas, carnes de caça, coelho e vitela e queijos de massa dura.
SOTTANO RESERVA CABERNET SUAVIGNON;tinto;99.9;99.9;https://fibo.promokit.com.br/images/empresa/eef094a0-0563-11ef-aa27-fb99db8b5586.png;O Vinho Sottano Reserva Cabernet Sauvignon apresenta coloração vermelho. Mostra aromas de frutas vermelhas combinadas com aromas de especiarias e mentolados jogam harmoniosamente no nariz, acompanhadas dos aromas aportados pela madeira como a baunilha e coco. Em boca apresenta-se suave e sofisticado. A mistura entre a fruta vermelha com os taninos doces e intensos dão como resultado um vinho interessante e longo. Harmonização: Ideal para acompanhar carnes vermelhas, queijos ou massas.
SOTTANO RESERVA DE FAMILIA MALBEC;tinto;114.9;114.9;https://fibo.promokit.com.br/images/empresa/779a3230-0563-11ef-9f65-bd83ecd96b7e.png;O Vinho Sottano Reserva de Família Malbec apresenta coloração excelente e profunda cor violácea e boa expressão varietal. Mostra aromas de especiarias tais como cravo-da-índia e pimenta branca. Em boca possui estrutura com taninos maduros e sedosos, perfeitamente integrados com a madeira. É um Malbec complexo, intenso e exuberante. Harmonização: Ideal para acompanhar carnes vermelhas, queijos ou massas.
SOTTANO RESERVA FAMILIA CABERNET SAUVIGNON;tinto;114.9;114.9;https://fibo.promokit.com.br/images/empresa/2c5a95d0-0563-11ef-9975-99b0ba2cf1a2.png;Sottano reserva cabernet sauvignon é um vinho tinto intenso e encorpado, produzido na região de mendoza, na argentina. Ao servir o vinho, é possível observar a sua cor vermelha profunda, com reflexos violáceos, que indicam a sua juventude e potência. No nariz, é possível sentir as notas intensas de frutas escuras, como amora e cassis, além de especiarias e toques de madeira. Aroma complexo e elegante, que convida a uma primeira degustação. Ao provar o vinho, é possível sentir a sua estrutura poderosa, com taninos presentes e equilibrados, que conferem um toque de firmeza e elegância ao paladar. O sabor é rico e intenso, com notas de frutas escuras e especiarias, que se prolongam no final de boca. A sua acidez equilibrada e a textura aveludada proporcionam uma sensação de harmonia e sofisticação. É um vinho tinto ideal para acompanhar carnes vermelhas grelhadas ou assadas, pratos com molhos intensos e queijos maturados. É um vinho de guarda, que pode ser apreciado agora ou após alguns anos de envelhecimento na garrafa.
VINHO TT LAS PERDICES TINAMU;tinto;229.9;229.9;https://fibo.promokit.com.br/images/empresa/91808380-0c6a-11ef-b964-5d24fa2f4d11.png;Exemplar elaborado pela renomada vinícola argentina Viña Las Perdices com uvas de vinhedos situados em Agrelo, Luján de Cuyo, aos pés da imponente Cordilheira dos Andes. O enólogo Juan Carlos Muñoz tem como filosofia de produção combinar os conhecimentos tradicionais, respeito ao meio ambiente, práticas sustentáveis e uso das melhores tecnologias para o cuidado especial com as videiras, e também no processo de seleção das uvas e produção dos vinhos. O nome Tinamú, ou Perdiz Americana, é de um pássaro ancestral que habita a América do Sul, e faz referência ao nome e à história da vinícola. Com uma produção limitada, este tinto é um dos ícones da Viña Las Perdices. Aromático, intenso, encorpado e complexo, encanta os mais exigentes paladares e os apaixonados pelos vinhos argentinos. Este exemplar é caracterizado por diversos atributos que se resumem na elegância, equilíbrio, maciez e persistência. Um vinho memorável!
VINHO TT CATENA ZAPATA MALBEC;tinto;1105.9;1105.9;https://fibo.promokit.com.br/images/empresa/81a55ef0-fa8f-11ee-940f-0bd184beae5b.png;antástica criação de Nicolás Catena Zapata, o impressionante Malbec Argentino já nasce nada menos que como o melhor vinho do país para Robert Parker, que concedeu inéditos 98 pontos para o tinto. A Wine Spectator lhe concede nada menos do que 95 pontos. Trata-se do máximo em qualidade e sofisticação que a uva Malbec pode alcançar, com incrível finesse, capaz de envelhecer por mais de 40 anos. Uma grande raridade. O novo rótulo do Malbec Argentino é uma homenagem à história desta casta.
VINHO ALMA NEGRA BLEND;tinto;224.9;224.9;https://fibo.promokit.com.br/images/empresa/b6ca3110-00a6-11ef-8722-fd9824977efe.png;"Alma Negra é um delicioso ""corte secreto"" de Tikal, que não revela quais uvas ou qual a proporção que entra neste intrigante blend. O bouquet é exuberante e exótico, enquanto no palato mostra-se macio e intenso, com personalidade bastante peculiar. O corte de uvas empregado nesse vinho é mantido secreto pelo produtor. Vinho Tinto Alma Negra Produtor: Tikal (Ernesto Catena) Região: Mendoza País: Argentina Tipo: Tinto Safra: 2018 Teor Alcóolico: 13.5% Corpo: Encorpado UVAS: Corte secreto VINHEDOS: Vinhedos selecionados na região de Mendoza, Argentina. VINIFICAÇÃO: Vinificação tradicional, com controle de temperatura. Malolática completa. MATURAÇÃO: Maturado em barricas de carvalho. ENVELHECIMENTO: de 5 até 10 anos SERVIÇO: Aqui precisamos de pratos ricos, elaborados com carne. Fetuccine ao ragu de cordeiro, Bife ancho, File mignon, Confit de pato, Lombo suino, Paleta,"
ANGELICA ZAPATA CHARDONNAY;branco;329.9;329.9;https://fibo.promokit.com.br/images/empresa/8a0d6650-fcdd-11ee-b516-3fec8e129166.png;Angelica Zapata é o melhor Chardonnay de Catena produzido para o mercado interno argentino, onde é considerado o melhor branco do país. Incrivelmente concentrado e potente, possui uma textura redonda e macia, com um leve toque amanteigado. As uvas são do magnífico vinhedo Adrianna, considerado o primeiro Grand Cru da América do Sul e localizado a 1480m de altitude. A grande amplitude térmica e as temperaturas mais baixas dão origem a uma elegância e profundidade que são encontradas apenas nos melhores Chardonnays do mundo.
ANGELICA ZAPATA MALBEC;tinto;415.9;415.9;https://fibo.promokit.com.br/images/empresa/15c794c0-fe89-11ee-a253-d135610ec8df.png;Vinho Angelica Zapata Malbec 750 ml. Este disputado Malbec é produzido para o mercado interno argentino, onde é cultuado e esgota-se rapidamente, alcançando preços estratosféricos em safras antigas. As uvas vêm de vinhas selecionadas, plantadas em grande altitude, com rendimentos muito baixos, que resultam em um vinho muito complexo e exuberante, com excelente presença de boca e enorme capacidade de envelhecimento. Características: Produtor: Catena Zapata. País: Argentina. Região: Mendoza. Uva: Malbec. Graduação Alcóolica: 14% vol. Tinto Volume: 750 ml. Detalhes: Excelente vinho que mostra uma coloração roxa violácea de boa intensidade. Aroma: apresenta frutas vermelhas maduras como amoras, cerejas, passas de uva e marmelada. Sabor: é suave, com bom balanço, taninos suaves, com personalidade e caráter varietal bem definidos.
Dv Catena Syrah Syrah 750ML;tinto;219.9;219.9;https://fibo.promokit.com.br/images/empresa/0d9dbbb0-ff58-11ee-897f-f56f6fda4dc5.png;Elaborado com uvas de dois vinhedos excepcionais, plantados em altitudes distintas, este vinho da linha DV Catena, produzida para o mercado argentino, é o melhor Syrah de Catena Zapata. Rico e profundo, com ótima complexidade, mostra um bouquet exuberante e convidativo, repleto de nuances. No nariz é intenso e complexo, apresenta aromas de amoras maduras, ameixas e couro, com notas suaves de baunilha, tabaco e licor. Em boca, de entrada doce e boa complexidade, é amplo, com taninos suaves e redondos que lhe outorgam uma magnífica harmonia final. País: Argentina Tipo: Tinto Uva: Syrah (100%) Volume: 750ml
DV CATENA CABERNET MALBEC;tinto;219.9;219.9;https://fibo.promokit.com.br/images/empresa/d311c9a0-ff57-11ee-bbcf-ad8accd58bc8.png;O excelente DV Catena Cabernet Malbec é elaborado com o emblemático corte argentino, combinando a exuberância de fruta da Malbec com a estrutura e elegância da Cabernet Sauvignon. Produzido para o mercado interno argentino, este vinho de pequena produção é exportado somente para o Brasil. As safras mencionadas no produto podem sofrer alterações mediante ao estoque disponível na hora do envio.
GRAN ENEMIGO GUALTALLARY;tinto;764.9;764.9;https://fibo.promokit.com.br/images/empresa/15571540-fa8f-11ee-9572-7707135735eb.png;O vinho é um blend poderoso e sério, com todas as castas muito integradas, sólidas, compactas e ainda muito jovens. É bastante clássico, com um carvalho muito bem integrado e notas de especiarias doces, cerejas pretas e um toque herbáceo, com boa maturação e paladar médio a encorpado, taninos redondos, boca suave mas com boa aderência. Apresenta um grande equilíbrio, pureza de sabores e um final limpo, focado e muito longo.
VINHO TINTO JUDAS MALBEC;tinto;399.9;399.9;https://fibo.promokit.com.br/images/empresa/570f2f20-fce4-11ee-ba42-c14254a8eb15.png;Intensa cor vermelha brilhante com tintura preta. Sua grande complexidade e intensidade aromática mostra notas de cerejas, especiárias, tacabo, cassis, pimenta branca, cravo da Índia, toques de chocolate e hortela sao percebidos. É um vinho com uma marcada acidez e estrutura. Os taninos sao aveludados e doces graças a contribuçao da madeira. Na boca é um vinho grande e voluminoso com um final longo que o volta único em seu estilo.
LAS PERDICES MALBEC;tinto;39.9;39.9;https://fibo.promokit.com.br/images/empresa/1515db30-025e-11ef-8dd7-a5d688447146.png;A Viña Las Perdices é de origem familiar, fundada em 1952, localizada em Mendoza, aos pés da imponente Cordilheira dos Andes, uma vinícola renomada que une conhecimentos tradicionais, avanços tecnológicos e práticas sustentáveis na produção de vinhos que expressam sua identidade. Para garantir a seleção das melhores uvas, a colheita é feita manualmente. Passa 6 meses em barricas de carvalho francês e americano para arredondar a bebida e agregar mais complexidade. Um Malbec com taninos macios e sabor equilibrado da fruta com a madeira, excelente e saboroso final.
RUTINI MALBEC;tinto;239.9;239.9;https://fibo.promokit.com.br/images/empresa/ff4f4700-fce5-11ee-8191-0df2e672f2ce.png;Ao mesmo tempo potente e refinado, o Malbec da Colección Rutini é perfeita companhia para carnes grelhadas com toques de ervas ou com redução do próprio vinho. Rubi médio, violáceo e muito brilhante. Intensidade média, floral (violetas), fruta fresca (ameixas e amoras). Corpo médio, acidez fresca e taninos finos. No conjunto, equilibrado e refinado.
VINHO TT AMANCAYA;tinto;234.9;234.9;https://fibo.promokit.com.br/images/empresa/31ca90c0-04c6-11f0-80a6-9ff4e404ddfa.png;Amancaya é um vinho tinto argentino produzido com as uvas Cabernet Sauvignon (50%) e Malbec (50%) na região de Mendoza. Seu produtor, a Bodegas Caro, nasceu em 1998 através de uma sociedade entre Domaines Barons de Rothschild (Lafite) e a família Catena. Desde o início, o objetivo da vinícola foi selecionar os melhores terroirs para exaltar esta combinação entre Malbec e Cabernet Sauvignon. Com graduação alcoólica de 14,5%, o vinho Amancaya é feito com uvas cultivadas em vinhedos de altitude e estagia 12 meses em barricas de carvalho. Para uma melhor experiência de degustação, sirva o vinho em temperatura de 16 a 18ºC. Harmoniza perfeitamente com: Carnes assadas Empanadas Pizza de calabresa Queijos e embutidos
VINHO HUMBERTO BARBERIS 750ML;tinto;99.9;99.9;https://fibo.promokit.com.br/images/empresa/515fea70-027e-11ef-9f65-bd83ecd96b7e.png;Produzido pela Bodegas Barberis, uma vinícola familiar que tem o compromisso de produzir de forma mais limitada para garantir a alta qualidade em todas suas linhas, movida pela paixão e pela filosofia de produção que une tradição e modernidade. Esse vinho é um ícone da Bodega Barberis elaborado com uvas cuidadosamente selecionadas das melhores vinhas da vinícola, das videiras de Malbec provavelmente mais antigas de Luján de Cuyo. Um Malbec que passa 14 meses em barricas de carvalho francês, depois mais 3 anos em garrafa antes de sair à venda e que foi engarrafado sem filtrar para preservar seus aromas e sabores, dar personalidade e garantir uma exuberante estrutura. Um tinto de excelência, intenso e sedutor. Um verdadeiro espetáculo de Malbec!
VINHO TINTO LAS PERDICES RESERVA CABERNET SAUVIGNON;tinto;59.9;59.9;https://fibo.promokit.com.br/images/empresa/1b123ef0-070b-11ef-93d6-7d324d680805.png;INHO LAS PERDICES RESERVA MALBEC 750 ML A Viña Las Perdices é de origem familiar, fundada em 1952, localizada em Mendoza, aos pés da imponente Cordilheira dos Andes, uma vinícola renomada que une conhecimentos tradicionais, avanços tecnológicos e práticas sustentáveis na produção de vinhos que expressam sua identidade.
